estacao data hora_gmt hora_local temp_bulbo_seco temp_bulbo_umido umidade_relativa pressao_atm lua_azimute lua_altitude lua_distancia sol_azimute sol_altitude sol_distancia latiude_estacao longitude_estacao altitude_estacao
82024 1976-09-30 18:00:00 1800 34.1875 25.09375 48 998.5 111.44292376572605 24.68135251609878 376341.6867430796 259.7973163196921 57.59810953001549 149762776.09533247 2.82 -60.66 83.0
82024 1976-10-01 00:00:00 0 30.90625 25.203125 63 997.5 228.0406716593497 58.76683924849109 374743.11091263825 268.0455991287344 -31.985073411762194 149760556.316573 2.82 -60.66 83.0
82024 1976-10-01 12:00:00 1200 27.296875 24.296875 78 1002.5 130.0519196542753 -67.91837092315687 388508.73829694855 95.67906838381656 31.642386627652034 149731859.13592926 2.82 -60.66 83.0
82024 1976-10-01 18:00:00 1800 34.40625 25.40625 48 999.0 107.23194420042604 12.951376597680438 382392.0584332311 259.1139442865796 57.449017186075245 149718841.82093012 2.82 -60.66 83.0
82024 1976-10-02 00:00:00 0 28.5 25.59375 79 998.5 211.01147428227858 68.59531548692772 379000.1963035131 267.59042934443437 -32.07337844711992 149716618.5987936 2.82 -60.66 83.0
82024 1976-10-02 12:00:00 1200 23.796875 22.5 90 1003.5 155.8190025853012 -77.65980565628341 393416.64509705553 96.14102791733048 31.684167396739557 149687913.67266902 2.82 -60.66 83.0
82024 1976-10-02 18:00:00 1800 23.796875 22.703125 91 1002.5 103.38175927782767 1.48968894507303 388157.7486442516 258.4369284156963 57.29760703909164 149674916.6337909 2.82 -60.66 83.0
82024 1976-10-03 00:00:00 0 24.203125 23.203125 92 999.0 177.25785632714744 74.67885407592289 383183.62802082 267.1351673424734 -32.15877469594274 149672702.781165 2.82 -60.66 83.0
82024 1976-10-03 12:00:00 1200 24.90625 23.0 89 1002.5 218.76762189536078 -79.74123930026072 397642.98438168986 96.60238624581433 31.72304629259375 149644016.06776547 2.82 -60.66 83.0
82024 1976-10-03 18:00:00 1800 31.296875 25.0 60 999.0 99.5600626404322 -9.696758819616296 393461.0815185048 257.766375874701 57.14405698715967 149631051.3035812 2.82 -60.66 83.0
82024 1976-10-04 00:00:00 0 28.59375 24.796875 74 997.5 134.33007620252286 73.08156764690008 387179.21062327054 266.6799577511477 -32.241163487693555 149628858.0662322 2.82 -60.66 83.0
82024 1976-10-04 12:00:00 1200 27.203125 24.203125 78 1002.0 255.73567605273175 -71.86118321468358 401129.5754498454 97.06298459807003 31.758942820288816 149600212.3054967 2.82 -60.66 83.0
82024 1976-10-04 18:00:00 1800 34.0 24.0 43 998.5 95.47787872701473 -20.604419172591296 398198.19317422865 257.10237799227735 56.98854802842194 149587290.1418275 2.82 -60.66 83.0
82024 1976-10-05 00:00:00 0 29.5 25.0 70 997.5 108.95884263067634 65.55337681689333 390924.8218186522 266.2249472505668 -32.32044708839462 149585127.0906536 2.82 -60.66 83.0
82024 1976-10-05 12:00:00 1200 27.0 24.59375 82 1002.0 268.6052895605026 -61.53756677554188 403872.32279182645 97.52266263539259 31.79177789869646 149556541.6434804 2.82 -60.66 83.0
82024 1976-10-05 18:00:00 1800 34.0 25.203125 49 998.0 90.7939611833049 -31.2136629683604 402313.6758532002 256.4450115942926 56.831263382033335 149543670.67806408 2.82 -60.66 83.0
82024 1976-10-06 00:00:00 0 29.59375 25.59375 73 997.0 96.22092439816925 55.97928711032584 394386.68889015005 265.7702849665785 -32.39652937656326 149541545.66960174 2.82 -60.66 83.0
82024 1976-10-06 12:00:00 1200 27.40625 24.40625 78 1001.0 274.8516277675603 -50.77906856588266 405894.3051980169 97.98125818538193 31.821474464369157 149513036.47887158 2.82 -60.66 83.0
82024 1976-10-06 18:00:00 1800 32.8125 25.0 53 998.0 84.9948539307372 -41.465640164453404 405774.4548161405 255.79434035878035 56.67238783703872 149500223.58038956 2.82 -60.66 83.0
82024 1976-10-07 00:00:00 0 30.0 25.0 67 998.0 88.78666067033242 45.76473839154874 397535.3451668511 265.31612295770145 -32.46931634574302 149498142.76720145 2.82 -60.66 83.0
82024 1976-10-07 12:00:00 1200 26.703125 24.5 84 1002.0 278.68008118329846 -39.94156139589341 407221.5805056394 98.43860699578168 31.84795808663926 149469722.40495142 2.82 -60.66 83.0
82024 1976-10-07 18:00:00 1800 31.796875 26.5 66 998.0 77.16874274261667 -51.21677072442583 408547.37620919314 255.1504163472589 56.51210707146449 149456972.74851096 2.82 -60.66 83.0
82024 1976-10-08 00:00:00 0 28.09375 25.59375 82 998.0 83.7701201607825 35.327524248562085 400325.81755173486 264.862616485037 -32.538716782968415 149454940.621671 2.82 -60.66 83.0
82024 1976-10-08 12:00:00 1200 27.796875 25.796875 85 1001.5 281.38831976121094 -29.11254399535487 407864.82304670056 98.89454245255214 31.871157587319978 149426618.3890667 2.82 -60.66 83.0
82024 1976-10-08 18:00:00 1800 33.3125 24.90625 50 997.5 65.52338665146058 -60.12255505877912 410583.4941782934 254.51328127581314 56.35060706932624 149413935.51385912 2.82 -60.66 83.0
82024 1976-10-09 00:00:00 0 29.203125 25.703125 76 997.5 79.99630078368428 24.809999945848535 402685.1397988066 264.40992418849976 -32.60464278800969 149411954.9656381 2.82 -60.66 83.0
82024 1976-10-09 12:00:00 1200 28.203125 25.0 77 1000.5 283.49972141460233 -18.311401916367394 407808.8663347827 99.34889545799349 31.89100545373207 149383737.0307876 2.82 -60.66 83.0
82024 1976-10-09 18:00:00 1800 34.1875 25.59375 50 997.0 46.64299527618448 -67.3259509082649 411810.6874615615 253.8829676962286 56.1880737391563 149371122.91694173 2.82 -60.66 83.0
82024 1976-10-10 00:00:00 0 30.0 24.796875 66 996.5 76.90853859356297 14.261810349551125 404508.72921458527 263.95820845262097 -32.66701008678051 149369195.3234188 2.82 -60.66 83.0
82024 1976-10-10 12:00:00 1200 27.90625 24.703125 77 1000.5 285.271394801327 -7.531110981246959 407011.132804045 99.80149444858034 31.907438373261193 149341084.90175453 2.82 -60.66 83.0
