--------------------
BDMEP - INMET
--------------------
Estação           : CAMPOS SALES - CE (OMM: 82777)
Latitude  (graus) : -7
Longitude (graus) : -40.38
Altitude  (metros): 583.50
Estação Operante
Inicio de operação: 01/06/1960
Periodo solicitado dos dados: 25/08/1976 a 25/08/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
82777;15/11/1976;1800;28;21.2;56;941.7;5;7;8;
82777;16/11/1976;0000;23.7;20.4;74;944.4;14;1;5;
82777;16/11/1976;1200;24.2;19;62;945.3;5;8;7;
82777;16/11/1976;1800;28.2;20.2;49;941.9;9;5;6;
82777;17/11/1976;0000;25;19.4;60;944;0;0;0;
82777;17/11/1976;1200;26.2;19;51;946.9;5;7;4;
82777;17/11/1976;1800;31;20.2;38;942.5;5;3;5;
82777;18/11/1976;0000;25.4;18.8;54;945.8;0;0;2;
82777;18/11/1976;1200;24.2;19.6;66;947.3;5;7;10;
82777;18/11/1976;1800;28.2;20.4;50;944.2;14;7;9;
82777;19/11/1976;0000;23.9;19.2;66;945.7;14;1;4;
82777;19/11/1976;1200;21.5;20.2;89;947.8;5;3;10;
82777;19/11/1976;1800;28;20.4;51;944.4;5;6;6;
82777;20/11/1976;0000;21.9;19.2;78;945.9;0;0;0;
82777;20/11/1976;1200;24.8;20.4;68;947;9;6;6;
82777;20/11/1976;1800;31.4;20.8;39;942.9;5;5;5;
82777;21/11/1976;0000;22.7;18;65;945.4;14;2;0;
82777;21/11/1976;1200;26.6;19.4;52;947.2;5;8;4;
82777;21/11/1976;1800;31.2;19;31;943.6;9;8;4;
82777;22/11/1976;0000;23.3;16.8;53;944.6;0;0;0;
82777;22/11/1976;1200;25.6;20.2;63;947;9;8;2;
82777;22/11/1976;1800;32.8;19.2;28;942.7;5;3;2;
82777;23/11/1976;0000;25;17.8;50;944.6;5;1;0;
82777;23/11/1976;1200;27;21;59;946.1;5;6;5;
82777;23/11/1976;1800;31.6;21.2;41;941.6;9;5;8;
82777;24/11/1976;0000;26.4;19.8;55;944.6;5;1;10;
82777;24/11/1976;1200;26.4;20.8;61;946.3;5;3;5;
82777;24/11/1976;1800;31.6;21.2;41;941.8;9;8;5;
82777;25/11/1976;0000;24.8;19.2;60;944.7;5;1;0;
82777;25/11/1976;1200;26;20;59;946;14;9;4;
82777;25/11/1976;1800;32.8;19.6;29;942;5;8;3;
82777;26/11/1976;0000;25.8;18.4;50;943.7;14;1;4;
82777;26/11/1976;1200;26.8;19.6;52;946;14;7;3;
82777;26/11/1976;1800;31.2;20.2;37;942.6;9;6;5;
82777;27/11/1976;0000;25.4;19;55;944.4;14;3;0;
82777;27/11/1976;1200;21.9;20.8;91;946.9;9;3;10;
82777;27/11/1976;1800;30;21.6;49;942.5;5;5;4;
82777;28/11/1976;0000;23.1;20.2;77;943.8;0;0;2;
82777;28/11/1976;1200;26.4;20.6;60;945.6;9;8;4;
82777;28/11/1976;1800;30.4;21;43;941.9;5;7;6;
82777;29/11/1976;0000;24.6;20.8;73;942.8;0;0;8;
82777;29/11/1976;1200;24.2;21;75;944.4;5;7;8;
82777;29/11/1976;1800;27.4;21.2;58;940.2;14;6;8;
82777;30/11/1976;0000;23.3;20.8;80;942.9;27;2;10;
82777;30/11/1976;1200;22.5;20.8;86;945.8;9;6;10;
82777;30/11/1976;1800;27.6;21.2;58;942.3;9;5;8;
82777;01/12/1976;0000;23.1;21.2;85;944.5;14;3;3;
82777;01/12/1976;1200;24.8;20.6;70;946.2;9;8;6;
82777;01/12/1976;1800;30;20.8;44;942.2;14;7;4;
