CODIGO ESTACAO: 83379 
LATITUDE ESTACAO: -15.54 
bin_center media erro nobs
-86.0869565217 -0.468718371708 0.07571577659340521 281
-78.2608695652 -0.296649903033 0.04740351988749513 769
-70.4347826087 -0.254585767782 0.04380031015126714 895
-62.6086956522 -0.227141333761 0.03940914035539385 1082
-54.7826086957 -0.200735939451 0.033894112815665414 1505
-46.9565217391 -0.190512496335 0.03353117274109103 1607
-39.1304347826 -0.219435100853 0.036110610669050275 1388
-31.3043478261 -0.235337943589 0.03654636558382025 1367
-23.4782608696 -0.219814555577 0.037867488502575354 1260
-15.652173913 -0.235546018233 0.03765069003629163 1287
-7.82608695652 -0.287686121086 0.03669433450294827 1258
0.0 -0.249838066271 0.03675006734036474 1269
7.82608695652 -0.244110148495 0.03777984494824321 1284
15.652173913 -0.160787729731 0.038033394977161156 1268
23.4782608696 -0.287599842289 0.03623833189679272 1290
31.3043478261 -0.140012339628 0.03689174275256903 1353
39.1304347826 -0.16596398583 0.035918201878147996 1367
46.9565217391 -0.170350669919 0.033007838342697916 1615
54.7826086957 -0.213110660706 0.034294889891033374 1509
62.6086956522 -0.256183519242 0.03996375604948956 1104
70.4347826087 -0.313650927774 0.04310079391224765 889
78.2608695652 -0.290839927479 0.04916231293929325 739
86.0869565217 -0.282629258043 0.0752513518341785 301
