CODIGO ESTACAO: 83483 
LATITUDE ESTACAO: -17.35 
bin_center media erro nobs
-86.0869565217 -0.263867716914 0.08583311270037898 252
-78.2608695652 -0.31152052226 0.057517025884722454 554
-70.4347826087 -0.192153893709 0.05172318707264852 695
-62.6086956522 -0.26079277136 0.047848015603057785 823
-54.7826086957 -0.137167193812 0.04077405718821824 1163
-46.9565217391 -0.172657212864 0.0377065454835452 1307
-39.1304347826 -0.21038884305 0.04168653345812271 1120
-31.3043478261 -0.21033383249 0.04348544827268221 1023
-23.4782608696 -0.0942492102932 0.043968549440423985 1014
-15.652173913 -0.222294266021 0.04470013056235798 976
-7.82608695652 -0.151483484125 0.04358663823831703 1002
0.0 -0.176369247895 0.04351551426132395 1001
7.82608695652 -0.191119365275 0.04256779311464952 1004
15.652173913 -0.148564791292 0.042844540396201815 998
23.4782608696 -0.194513971445 0.04216905339262789 1008
31.3043478261 -0.112084229135 0.042109235434508605 1019
39.1304347826 -0.217716774189 0.04145412925802058 1123
46.9565217391 -0.162997904004 0.03803359968953211 1292
54.7826086957 -0.115931829306 0.040428663924493825 1160
62.6086956522 -0.14292576093 0.04862888131570805 841
70.4347826087 -0.212075223121 0.05205537879197173 670
78.2608695652 -0.20966163662 0.059470394351236834 538
86.0869565217 -0.151090174979 0.0852887986807827 238
