CODIGO ESTACAO: 82098 
LATITUDE ESTACAO: -0.05 
bin_center media erro nobs
-86.0869565217 -0.0298764026004 0.07238850976191337 310
-78.2608695652 -0.0343407683726 0.037900428429268156 977
-70.4347826087 -0.020383430063 0.026150643785319602 2053
-62.6086956522 0.0261237879919 0.024150836518390457 2422
-54.7826086957 -0.000644438661285 0.02669690638776739 2013
-46.9565217391 -0.000641086470137 0.02762272098651756 1902
-39.1304347826 -0.0502858273567 0.02795230726686422 1832
-31.3043478261 -0.0466752524709 0.028763608219250718 1799
-23.4782608696 -0.0269760844129 0.027735094450033318 1811
-15.652173913 -0.117751241645 0.02822667481646749 1778
-7.82608695652 -0.013824115686 0.02844036067248623 1777
0.0 -0.0693898372425 0.029446417369126166 1756
7.82608695652 -0.0685616577368 0.028978371318822832 1789
15.652173913 -0.0730331574318 0.02840470808396794 1766
23.4782608696 -0.0358185113056 0.028595542691524197 1791
31.3043478261 -0.0148551846308 0.028381166072024594 1780
39.1304347826 -0.0211220074271 0.02808829463568617 1846
46.9565217391 -0.00326176969241 0.027606316843450274 1887
54.7826086957 -0.00199911454137 0.02640024246504086 2015
62.6086956522 0.0679319772277 0.024342400299408234 2424
70.4347826087 0.0577017986965 0.027126659084643883 2014
78.2608695652 -0.0544394879349 0.037954525361606414 1003
86.0869565217 -0.03048629502 0.07180575446557025 302
