CODIGO ESTACAO: 83912 
LATITUDE ESTACAO: -28.63 
bin_center media erro nobs
-86.0869565217 -0.45995840894 0.2277789958451258 40
-78.2608695652 -0.258000922804 0.09748540904082265 221
-70.4347826087 -0.0930028303407 0.07521115920827531 344
-62.6086956522 -0.19754512103 0.0627430128160659 470
-54.7826086957 -0.0959061277398 0.061809008578958644 548
-46.9565217391 -0.0767090769029 0.050049513300991146 771
-39.1304347826 -0.0552921504042 0.04804661601562267 902
-31.3043478261 -0.106283010743 0.04860674102826142 862
-23.4782608696 -0.0614168741703 0.050713457916899775 781
-15.652173913 -0.0716740391753 0.05284824135371662 718
-7.82608695652 -0.0809017687209 0.053431879107246096 709
0.0 -0.0996696963905 0.054498541584002615 679
7.82608695652 -0.0102986260927 0.052979555164364166 715
15.652173913 -0.0473561412915 0.05225198999845864 713
23.4782608696 -0.110674418203 0.05389212564642661 728
31.3043478261 -0.145829867796 0.04877611818387631 839
39.1304347826 -0.0673398917604 0.045139769359348415 992
46.9565217391 0.0242641597419 0.05056480194585385 748
54.7826086957 0.0335327264874 0.05848480546565019 563
62.6086956522 0.035055379327 0.06693197317221761 452
70.4347826087 -0.00777996142651 0.07686298103444938 328
78.2608695652 -0.0740357406361 0.08881893808804517 238
86.0869565217 -0.00172314654756 0.19032481169543763 41
