CODIGO ESTACAO: 83373 
LATITUDE ESTACAO: -15.93 
bin_center media erro nobs
-86.0869565217 -0.347688156875 0.09424589909417941 191
-78.2608695652 -0.206336394881 0.05978062614421376 456
-70.4347826087 -0.265711851337 0.05620399524725969 554
-62.6086956522 -0.174710665683 0.0518702914427022 696
-54.7826086957 -0.135611682829 0.04172984494628276 1010
-46.9565217391 -0.0601558963934 0.04163993241321848 978
-39.1304347826 -0.0622323594024 0.04463070531527157 857
-31.3043478261 -0.113800572195 0.045839546167542974 839
-23.4782608696 -0.142153511355 0.04759922117419359 801
-15.652173913 -0.136019397705 0.04741050279279269 801
-7.82608695652 -0.152093446324 0.04649796676329507 799
0.0 -0.122699038673 0.046200521494210584 798
7.82608695652 -0.172443973768 0.04659106068268103 824
15.652173913 -0.119625378957 0.0480444486634773 803
23.4782608696 -0.137016699783 0.045632313736139136 813
31.3043478261 -0.0757926437802 0.04700193408763844 826
39.1304347826 -0.150448618702 0.04653766154131359 860
46.9565217391 -0.0692269350088 0.04149873949694674 1014
54.7826086957 -0.0970637811096 0.04193001989922688 957
62.6086956522 -0.199667694653 0.048036552458483886 692
70.4347826087 -0.196550362281 0.05537671563618733 564
78.2608695652 -0.190822151861 0.06107800702965695 464
86.0869565217 -0.0512923327591 0.08884388827888892 209
