CODIGO ESTACAO: 82983 
LATITUDE ESTACAO: -9.38 
bin_center media erro nobs
-86.0869565217 -0.0134021082741 0.09350827375685318 199
-78.2608695652 -0.206935789989 0.0539821851878377 617
-70.4347826087 -0.17818588779 0.04715588918152136 831
-62.6086956522 -0.0362810310871 0.04227696255748935 1085
-54.7826086957 -0.117015344213 0.041154133793285565 1107
-46.9565217391 -0.161791404329 0.043434780589107845 982
-39.1304347826 -0.168536168393 0.04445081642705743 981
-31.3043478261 -0.151640407681 0.04540207642754735 905
-23.4782608696 -0.175725320954 0.04615647927012806 894
-15.652173913 -0.169300962114 0.045456212023743774 901
-7.82608695652 -0.0978931161745 0.04448869346832161 931
0.0 -0.111548594755 0.04506813386920444 925
7.82608695652 -0.0767973058366 0.044447596961864365 889
15.652173913 -0.126975903691 0.04588035759689249 894
23.4782608696 -0.139919512107 0.04451067938355299 929
31.3043478261 -0.146141082466 0.04632340878253535 921
39.1304347826 -0.121919550555 0.044605899368487974 965
46.9565217391 -0.116860779521 0.04389549922589157 1003
54.7826086957 -0.121309912391 0.04146466952831899 1120
62.6086956522 -0.143150188367 0.04208307093755847 1061
70.4347826087 -0.135845174949 0.04822405607603213 816
78.2608695652 -0.124046318599 0.052716792809401856 613
86.0869565217 -0.0693665035097 0.09431153458949755 194
