CODIGO ESTACAO: 83361 
LATITUDE ESTACAO: -15.61 
bin_center media erro nobs
-86.0869565217 -0.347605121127 0.08381597190145897 232
-78.2608695652 -0.376626574067 0.05738761310204331 538
-70.4347826087 -0.323520907437 0.05250869417275013 682
-62.6086956522 -0.134332142408 0.0463464798513919 833
-54.7826086957 -0.130999043652 0.0394319168709498 1155
-46.9565217391 -0.191419641417 0.03858644106168417 1229
-39.1304347826 -0.190510958402 0.04091359197904633 1066
-31.3043478261 -0.219190270229 0.04397465035721904 993
-23.4782608696 -0.179112425885 0.04243074229983956 996
-15.652173913 -0.19611272697 0.04512091256936067 933
-7.82608695652 -0.208147828463 0.04338045888975314 985
0.0 -0.176937569433 0.04429985324163611 957
7.82608695652 -0.159771962127 0.04508645166550011 946
15.652173913 -0.203484628158 0.04397747168448454 957
23.4782608696 -0.192788572434 0.04281825334145973 1017
31.3043478261 -0.267744983566 0.04312141899704437 996
39.1304347826 -0.21541456363 0.041966347967502315 1083
46.9565217391 -0.155219769525 0.03932585637463165 1258
54.7826086957 -0.158378428792 0.039445020919937415 1195
62.6086956522 -0.164742860785 0.04749930304803857 812
70.4347826087 -0.229609400169 0.05278696874458767 705
78.2608695652 -0.235602191207 0.05740298814676769 568
86.0869565217 -0.297360641096 0.08865547293390524 234
