CODIGO ESTACAO: 82191 
LATITUDE ESTACAO: -1.43 
bin_center media erro nobs
-86.0869565217 -0.0242230246933 0.07212598104705917 316
-78.2608695652 -0.0775899825954 0.03949701584486895 992
-70.4347826087 0.0424666186684 0.027353076803460646 2006
-62.6086956522 0.037744646626 0.024651897730038858 2374
-54.7826086957 0.027655278607 0.026818804499480965 1999
-46.9565217391 -0.0263022063166 0.028308749883204292 1858
-39.1304347826 -0.0528039693961 0.028965402304877305 1789
-31.3043478261 -0.0336017921323 0.029180614462421404 1818
-23.4782608696 -0.0736756625012 0.029078862730506066 1731
-15.652173913 -0.0321471396951 0.029434530825507857 1759
-7.82608695652 -0.0638085747034 0.029260150804006728 1777
0.0 -0.0825006002906 0.029657618175292954 1742
7.82608695652 -0.0838270856303 0.02951218990844136 1728
15.652173913 -0.0756466025192 0.029208476474823653 1762
23.4782608696 -0.0298421321496 0.02970784881181926 1773
31.3043478261 -0.062043851241 0.028659242148464086 1808
39.1304347826 0.0124580838107 0.028777109096573356 1815
46.9565217391 0.00552186027575 0.028401137784748082 1835
54.7826086957 0.0400955301963 0.027062718771302112 2009
62.6086956522 0.0303818673336 0.02544094320860582 2350
70.4347826087 0.0328079115908 0.026979240727382243 2034
78.2608695652 -0.0190608586235 0.0391001822822579 1010
86.0869565217 0.0280246542756 0.07395249222270267 293
