CODIGO ESTACAO: 82777 
LATITUDE ESTACAO: -7.00 
bin_center media erro nobs
-86.0869565217 -0.0763657138447 0.10153845084563302 177
-78.2608695652 -0.147520936289 0.05204038677489465 621
-70.4347826087 -0.0946574157267 0.04326489686797397 897
-62.6086956522 -0.0540419500892 0.0397432373710384 1151
-54.7826086957 -0.091460147379 0.04050380825460042 1092
-46.9565217391 -0.127525374535 0.043726727590200375 967
-39.1304347826 -0.143693327947 0.04338706242666029 946
-31.3043478261 -0.112533141988 0.04527587769965556 918
-23.4782608696 -0.0940845979637 0.044614248894628186 940
-15.652173913 -0.106958989543 0.04491225321137323 909
-7.82608695652 -0.10096165782 0.044913206271403654 920
0.0 -0.0781446644156 0.04246743711526069 907
7.82608695652 -0.152061814374 0.04387885084365962 929
15.652173913 -0.111032161229 0.0445069729199481 915
23.4782608696 -0.154402756003 0.04374192332584914 948
31.3043478261 -0.0398960402998 0.044258356807203546 920
39.1304347826 -0.111351806432 0.044004488888425036 931
46.9565217391 -0.0983744532736 0.04200094408084872 993
54.7826086957 -0.0448674559437 0.04134309768235257 1089
62.6086956522 -0.05772529977 0.03977711029325453 1126
70.4347826087 -0.0636729597667 0.044158076217521464 908
78.2608695652 -0.0827602918497 0.054295578581709546 600
86.0869565217 -0.0464070799938 0.0981512299533285 174
