--------------------
BDMEP - INMET
--------------------
Estação           : CODAJAS - AM (OMM: 82326)
Latitude  (graus) : -3.83
Longitude (graus) : -62.08
Altitude  (metros): 48.00
Estação Operante
Inicio de operação: 19/08/1974
Periodo solicitado dos dados: 01/01/1900 a 01/01/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
82326;08/11/1976;1800;33;27.3;65;1004.5;18;2;7;
82326;09/11/1976;0000;25.8;23.7;84;1003;0;0;5;
82326;09/11/1976;1200;24.7;23.8;93;1008.7;18;1;1;
82326;09/11/1976;1800;32;26.9;67;1007;18;3;9;
82326;10/11/1976;0000;26.8;25.5;90;1003.3;18;1;1;
82326;10/11/1976;1200;25.3;24.5;94;1007.9;0;0;1;
82326;10/11/1976;1800;31.9;26.9;68;1005.9;18;3;9;
82326;11/11/1976;0000;28.9;22;55;1004.1;0;0;1;
82326;11/11/1976;1200;25.4;24.6;94;1006.1;23;2;1;
82326;11/11/1976;1800;22.7;22;94;1007.7;18;2;1;
82326;12/11/1976;0000;23.2;22.5;94;1004.8;0;0;1;
82326;12/11/1976;1200;23.1;22.7;97;1008.2;18;1;1;
82326;12/11/1976;1800;26.9;24.2;80;1006.8;14;1;1;
82326;13/11/1976;0000;26;25;92;1003.8;0;0;0;
82326;13/11/1976;1200;24;23.6;97;1007.1;18;1;9;
82326;13/11/1976;1800;31.7;26.8;68;1005.1;23;1;7;
82326;14/11/1976;0000;26.9;25.5;89;1002.7;0;0;0;
82326;14/11/1976;1200;25.8;24;86;1006.9;0;0;8;
82326;14/11/1976;1800;31.4;26.9;70;1005.9;18;1;9;
82326;15/11/1976;0000;27.5;26.3;91;1002.2;0;0;1;
82326;15/11/1976;1200;25.4;24.3;91;1003.2;0;0;1;
82326;15/11/1976;1800;31.6;27;70;1002.4;23;1;1;
82326;16/11/1976;0000;24.5;23.4;91;1002.2;0;0;1;
82326;16/11/1976;1200;23.6;23.2;97;1003.6;18;1;6;
82326;16/11/1976;1800;30.7;27.4;78;1002.6;14;1;1;
82326;17/11/1976;0000;25.3;24.7;95;1002.9;0;0;0;
82326;17/11/1976;1200;25.3;24.7;95;1006.5;0;0;1;
82326;17/11/1976;1800;29.7;26.7;79;1005;23;1;8;
82326;18/11/1976;0000;28.4;26.9;89;1002;0;0;1;
82326;18/11/1976;1200;24;23.8;98;1006.7;0;0;1;
82326;18/11/1976;1800;30.8;26.1;69;1007.4;36;3;9;
82326;19/11/1976;0000;27.9;26.4;89;1002.3;0;0;1;
82326;19/11/1976;1200;25.4;25;97;1008.5;0;0;1;
82326;19/11/1976;1800;29.9;26.5;77;1006;5;1;1;
82326;20/11/1976;0000;24.6;24;95;1004.7;0;0;1;
82326;20/11/1976;1200;24.6;24;95;1005.6;0;0;1;
82326;20/11/1976;1800;24;22.7;90;1005.5;0;0;1;
82326;21/11/1976;0000;23.7;22.8;93;1001.6;0;0;0;
82326;21/11/1976;1200;22.2;21.9;97;1007.9;0;0;4;
82326;21/11/1976;1800;30.7;25.7;67;1005.2;18;2;8;
82326;22/11/1976;0000;28;26.4;88;1000.9;0;0;2;
82326;22/11/1976;1200;24.9;24.6;98;1008.6;0;0;1;
82326;22/11/1976;1800;23.1;22.5;95;1009.7;5;3;1;
82326;23/11/1976;0000;24;23.1;93;1004.3;18;1;1;
82326;23/11/1976;1200;23.5;23.4;99;1006.2;18;1;1;
82326;23/11/1976;1800;30.3;26;71;1006.3;23;3;8;
82326;24/11/1976;0000;25;24;92;1002.6;0;0;5;
82326;24/11/1976;1200;24.6;23.9;94;1006.1;0;0;0;
82326;24/11/1976;1800;31.7;26.2;65;1003.5;18;1;4;
82326;25/11/1976;0000;28.8;26.8;86;1000.8;0;0;1;
82326;25/11/1976;1200;24.4;23.7;94;1006.1;0;0;8;
82326;25/11/1976;1800;25.2;24.2;92;1004.6;0;0;1;
82326;26/11/1976;0000;24;23.1;93;1000.7;0;0;1;
82326;26/11/1976;1200;23.7;23.3;97;1007;23;1;1;
82326;26/11/1976;1800;29.2;26.3;80;1004.5;23;1;1;
82326;27/11/1976;0000;24;24;92;1002.7;0;0;1;
82326;27/11/1976;1200;24.3;23.2;91;1006.1;14;1;1;
82326;27/11/1976;1800;28.3;25.4;79;1006.2;18;2;1;
82326;28/11/1976;0000;26.5;24.8;87;1003;0;0;3;
82326;28/11/1976;1200;25;24.4;95;1006.8;23;1;1;
82326;28/11/1976;1800;28.7;25.5;78;1006.4;18;1;9;
82326;29/11/1976;0000;26.8;25.2;88;1001.7;0;0;9;
82326;29/11/1976;1200;24.4;23.8;95;1006.3;0;0;1;
82326;29/11/1976;1800;30.8;26.4;71;1003.7;18;1;5;
82326;30/11/1976;0000;24.2;23.5;94;1002.5;0;0;1;
82326;30/11/1976;1200;23.8;23.4;97;1005.1;5;1;9;
82326;30/11/1976;1800;28.9;25.5;76;1005.3;18;3;1;
82326;01/12/1976;0000;27.5;25.2;83;1002.4;0;0;8;
82326;01/12/1976;1200;24;23.7;98;1006.8;14;1;1;
82326;01/12/1976;1800;30.9;26;68;1006.1;18;3;8;
82326;02/12/1976;0000;26.6;24.6;85;1003.2;0;0;8;
82326;02/12/1976;1200;24.5;23.9;95;1005.5;0;0;1;
82326;02/12/1976;1800;31.8;27.2;70;1004.2;23;2;5;
82326;03/12/1976;0000;24.3;23.5;94;1002.4;5;3;1;
82326;03/12/1976;1200;22.6;22;95;1005.1;5;1;8;
82326;03/12/1976;1800;33;27;61;1005;36;3;9;
82326;04/12/1976;0000;27;25.2;87;1003.1;0;0;8;
82326;04/12/1976;1200;24.7;23.9;94;1004.4;5;1;1;
82326;04/12/1976;1800;25.7;24.2;88;1005.2;23;1;9;
82326;05/12/1976;0000;23.9;23.1;94;1002.2;0;0;1;
82326;05/12/1976;1200;23;22.5;96;1005.8;0;0;1;
82326;05/12/1976;1800;27.8;24.9;79;1005.4;18;2;1;
82326;06/12/1976;0000;26.3;24;83;1000.3;0;0;1;
82326;06/12/1976;1200;24.2;23.8;97;1006;0;0;1;
82326;06/12/1976;1800;31.6;26.4;67;1005.2;18;3;8;
82326;07/12/1976;0000;25.5;24.3;90;1001.7;0;0;1;
82326;07/12/1976;1200;24.2;23.7;96;1004;0;0;9;
82326;07/12/1976;1800;31.4;26.9;70;1003.4;36;1;7;
82326;08/12/1976;0000;28.3;26.7;88;999.8;0;0;0;
82326;08/12/1976;1200;25.7;25.5;98;1006.6;0;0;7;
82326;08/12/1976;1800;34.2;26.6;55;1005.7;9;3;8;
82326;09/12/1976;0000;29;27.3;88;1002.1;0;0;0;
82326;09/12/1976;1200;25.2;24.8;97;1007.5;0;0;0;
82326;09/12/1976;1800;34;26.7;57;1006.6;36;1;8;
82326;10/12/1976;0000;28.3;26.3;85;1002.9;0;0;0;
82326;10/12/1976;1200;26.1;24.6;88;1007.4;0;0;7;
82326;10/12/1976;1800;33;27.2;64;1005.7;18;1;8;
82326;11/12/1976;0000;28.7;25.8;80;1001.2;0;0;0;
82326;11/12/1976;1200;25.4;24.8;95;1004.3;0;0;5;
82326;11/12/1976;1800;34.3;24.5;44;1003.3;14;1;6;
82326;12/12/1976;0000;28.5;25.9;81;1000.1;0;0;0;
82326;12/12/1976;1200;24.7;23.8;93;1005.2;0;0;6;
82326;12/12/1976;1800;33.4;27.3;62;1003.7;0;0;9;
82326;13/12/1976;0000;26.3;24.8;88;1001.2;0;0;0;
82326;13/12/1976;1200;24.2;23.7;96;1006.5;0;0;3;
82326;13/12/1976;1800;33.6;26.7;59;1004.1;9;1;5;
82326;14/12/1976;0000;28.2;26.1;85;1000.3;0;0;0;
82326;14/12/1976;1200;24.7;23.9;94;1005.9;0;0;1;
82326;14/12/1976;1800;31.7;26.8;68;1004.3;14;1;7;
82326;15/12/1976;0000;27.6;26.2;90;1000.9;0;0;1;
82326;15/12/1976;1200;25.2;24.5;94;1004.3;0;0;9;
82326;15/12/1976;1800;33.6;25.7;54;1002.8;5;3;7;
82326;16/12/1976;0000;28.6;25.3;77;1000.6;0;0;1;
82326;16/12/1976;1200;25.2;24.7;96;1004;0;0;1;
82326;16/12/1976;1800;34.2;28.3;64;1001.5;36;2;7;
82326;17/12/1976;0000;28.8;26.7;85;999.3;0;0;0;
82326;17/12/1976;1200;25;24.1;93;1003.8;0;0;1;
82326;17/12/1976;1800;31.7;27.7;74;1002.6;5;3;9;
82326;18/12/1976;0000;25.8;24.2;88;1002.7;0;0;1;
82326;18/12/1976;1200;23.3;22.7;95;1008.6;18;1;1;
82326;18/12/1976;1800;28;25.4;81;1008.5;9;2;1;
82326;19/12/1976;0000;25.2;24.3;93;1004.1;0;0;6;
82326;19/12/1976;1200;24.2;23.6;95;1007.5;0;0;1;
82326;19/12/1976;1800;27.6;26.3;90;1006.9;5;2;1;
82326;20/12/1976;0000;24;23.5;96;1003.9;0;0;1;
82326;20/12/1976;1200;24.5;23.8;94;1006.1;0;0;1;
82326;20/12/1976;1800;24.9;24;93;1004.1;23;3;1;
82326;21/12/1976;0000;24.7;23.9;94;1003.2;0;0;1;
82326;21/12/1976;1200;23.9;23.5;97;1006.2;14;1;1;
82326;21/12/1976;1800;27;24.8;84;1006.6;5;3;1;
82326;22/12/1976;0000;26.1;25.2;93;1001.9;0;0;8;
82326;22/12/1976;1200;25;24;92;1006.8;14;3;8;
82326;22/12/1976;1800;31.5;26.5;68;1003.3;5;1;8;
82326;23/12/1976;0000;26.4;25.6;94;1001.6;0;0;1;
82326;23/12/1976;1200;24.8;24.7;99;1002.9;36;1;1;
82326;23/12/1976;1800;29.7;26.7;79;1003.2;9;3;1;
82326;24/12/1976;0000;26.2;25.5;95;1002.5;0;0;1;
82326;24/12/1976;1200;24.8;23.8;92;1004.9;18;3;1;
82326;24/12/1976;1800;28.5;25.5;79;1003.6;14;3;8;
82326;25/12/1976;0000;26.5;25.5;92;1003;0;0;1;
82326;25/12/1976;1200;24.7;24.2;96;1005.9;18;1;1;
82326;25/12/1976;1800;25.3;25;98;1004.7;18;1;1;
82326;26/12/1976;0000;25.1;24.7;97;1002;18;1;1;
82326;26/12/1976;1200;24.9;24.3;95;1005.1;18;1;8;
82326;26/12/1976;1800;30.8;26.8;73;1003.1;18;1;8;
82326;27/12/1976;0000;25.4;24.8;95;1002.8;0;0;1;
82326;27/12/1976;1200;24.5;23.6;93;1005.4;0;0;1;
82326;27/12/1976;1800;30;25;67;1004.7;23;2;7;
82326;28/12/1976;0000;27;25.2;87;1004.5;5;3;1;
82326;28/12/1976;1200;24.4;23.9;96;1005.7;18;1;8;
82326;28/12/1976;1800;29.7;26.2;76;1004.6;18;2;9;
82326;29/12/1976;0000;24.3;23.2;91;1003.7;0;0;6;
82326;29/12/1976;1200;23.8;23.2;95;1007.8;18;1;9;
82326;29/12/1976;1800;29;25.7;77;1006.7;18;1;8;
82326;30/12/1976;0000;25.8;24.5;90;1003.5;0;0;1;
82326;30/12/1976;1200;23.4;22.8;95;1006.1;0;0;1;
82326;30/12/1976;1800;31.7;25.2;60;1004.6;18;2;5;
82326;31/12/1976;0000;25.7;24.1;88;1002.9;0;0;5;
82326;31/12/1976;1200;24.7;23.9;94;1005.7;0;0;1;
82326;31/12/1976;1800;28.2;26;84;1004.9;23;4;7;
82326;01/01/1977;0000;23;22.5;96;1004.5;0;0;1;
82326;01/01/1977;1200;23.8;22.5;90;1006.2;0;0;8;
82326;01/01/1977;1800;27.8;25.2;81;1005.8;18;3;1;
82326;02/01/1977;0000;24.4;23.9;96;1004.5;0;0;8;
82326;02/01/1977;1200;24;23.6;97;1008.2;0;0;1;
82326;02/01/1977;1800;31;26.5;70;1005.6;9;2;7;
82326;03/01/1977;0000;27.4;25.1;83;1002.5;0;0;0;
82326;03/01/1977;1200;24.8;24.6;98;1006.7;0;0;3;
82326;03/01/1977;1800;31.3;26.6;69;1005.2;36;3;8;
82326;04/01/1977;0000;24.8;24;94;1003;0;0;8;
82326;04/01/1977;1200;23.9;23.5;97;1006.1;5;1;3;
82326;04/01/1977;1800;32;26.4;64;1004;5;5;9;
82326;05/01/1977;0000;27;26;92;1001.5;0;0;0;
82326;05/01/1977;1200;23.9;23.6;98;1007.9;0;0;1;
82326;05/01/1977;1800;29.3;26.5;80;1006.2;14;1;9;
82326;06/01/1977;0000;26;25;92;1004.5;0;0;1;
82326;06/01/1977;1200;24.7;24.5;98;1006;0;0;1;
82326;06/01/1977;1800;27.7;24.8;79;1004.6;27;3;1;
82326;07/01/1977;0000;25.2;24.7;96;1003;0;0;1;
82326;07/01/1977;1200;24.4;23.6;94;1006;5;1;1;
82326;07/01/1977;1800;30.6;26;70;1004.2;18;1;8;
82326;08/01/1977;0000;26.2;25.2;92;1002.6;0;0;1;
82326;08/01/1977;1200;24.4;24;97;1007.7;0;0;1;
82326;08/01/1977;1800;28.4;25.4;78;1006.4;18;3;1;
82326;09/01/1977;0000;25.6;24.6;92;1002.8;0;0;0;
82326;09/01/1977;1200;23.6;23.5;99;1005.9;0;0;8;
