--------------------
BDMEP - INMET
--------------------
Estação           : OBIDOS - PA (OMM: 82178)
Latitude  (graus) : -1.91
Longitude (graus) : -55.51
Altitude  (metros): 37.00
Estação Operante
Inicio de operação: 01/01/1927
Periodo solicitado dos dados: 01/01/1900 a 01/01/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
82178;14/02/1971;1800;26;24.5;88;1005.6;0;0;0.7;
82178;15/02/1971;0000;24;23;92;1005.6;9;0.9;0.5;
82178;15/02/1971;1200;23.6;22.8;94;1007.8;9;4.4;0.7;
82178;15/02/1971;1800;24;23;92;1006.6;0;0;0.8;
82178;16/02/1971;0000;24.5;23.5;92;1004.7;9;0.9;0.5;
82178;16/02/1971;1200;24.5;23;88;1007.9;36;2.4;0.7;
82178;16/02/1971;1800;28.2;25.8;83;1005.5;36;4.4;0.8;
82178;17/02/1971;0000;23.6;23;95;1005.9;9;0.9;0.6;
82178;17/02/1971;1200;23.8;23;94;1009.1;0;0;0.8;
82178;17/02/1971;1800;31;26.8;72;1005.9;18;0.9;0.7;
82178;18/02/1971;0000;26.8;25.2;88;1006.8;0;0;0;
82178;18/02/1971;1200;23.8;22.6;90;1010;0;0;0.7;
82178;18/02/1971;1800;29;25.5;76;1007.1;27;0.9;0.7;
82178;19/02/1971;0000;23.8;22.5;90;1006.6;9;4.4;0.6;
82178;19/02/1971;1200;26;24;85;1009.2;5;0.9;0.6;
82178;19/02/1971;1800;33.8;28;65;1006.4;14;2.4;0.7;
82178;20/02/1971;0000;26.7;25;87;1004.6;9;2.4;0;
82178;20/02/1971;1200;25;24;92;1008.6;0;0;0.6;
82178;20/02/1971;1800;32;27.5;71;1005.9;14;0.9;0.7;
82178;21/02/1971;0000;26.5;23.5;78;1005.6;0;0;0;
82178;21/02/1971;1200;22.8;22;93;1008.4;0;0;0.7;
82178;21/02/1971;1800;27.6;24.6;78;1006.6;0;0;0.8;
82178;22/02/1971;0000;25;24.5;96;1006;9;0.9;0;
82178;22/02/1971;1200;24;23.8;98;1009.1;0;0;0.7;
82178;22/02/1971;1800;31.5;27;71;1006;18;2.4;0.7;
